comp  name  center_x  center_y  center_z  rin(z-in)  rin(z-out)  dout  length  angle  B  gradient
QF  QC1LE1565  -452.775748264696  -6.35e-05  2.03307775933318  0.1  0.1  0.6  0.01  -0.0499678514600941  0  12
QF  QC1LE1575  -452.775248098835  -6.32e-05  2.04306475103581  0.1  0.1  0.6  0.01  -0.0500010650757595  0  12
QF  QC1LE1585  -452.774747962782  -6.27e-05  2.05305274422551  0.1  0.1  0.6  0.01  -0.0500283096653832  0  12
QF  QC1LE1595  -452.774247869263  -6.22e-05  2.06303973954209  0.1  0.1  0.6  0.01  -0.0500470370482571  0  12
QF  QC1LE1605  -452.773747819757  -6.16e-05  2.07302773706218  0.1  0.1  0.6  0.01  -0.0500569505184084  0  12
QF  QC1LE1615  -452.773247802849  -6.1e-05  2.08301473621506  0.1  0.1  0.6  0.01  -0.0500603364571573  0  12
QF  QC1LE1625  -452.772746802936  -6.04e-05  2.09300273621942  0.1  0.1  0.6  0.01  -0.0500603190038648  0  12
QF  QC1LE1635  -452.772246809211  -5.98e-05  2.10298973653383  0.1  0.1  0.6  0.01  -0.0500590623668033  0  12
QF  QC1LE1645  -452.771745816533  -5.91e-05  2.11297673690062  0.1  0.1  0.6  0.01  -0.0500575962902316  0  12
QF  QC1LE1655  -452.771245823505  -5.85e-05  2.12296473724993  0.1  0.1  0.6  0.01  -0.05005620002683  0  12
QF  QC1LE1665  -452.770745829519  -5.78e-05  2.13295173755121  0.1  0.1  0.6  0.01  -0.0500549957496462  0  12
QF  QC1LE1675  -452.770244834661  -5.72e-05  2.14293973780882  0.1  0.1  0.6  0.01  -0.0500539660053875  0  12
QF  QC1LE1685  -452.769744839019  -5.66e-05  2.15292673802713  0.1  0.1  0.6  0.01  -0.0500530933407615  0  12
QF  QC1LE1695  -452.769244842767  -5.6e-05  2.16291473821487  0.1  0.1  0.6  0.01  -0.0500523428491831  0  12
QF  QC1LE1705  -452.768743846079  -5.53e-05  2.17290173838078  0.1  0.1  0.6  0.01  -0.0500516796240674  0  12
QF  QC1LE1715  -452.768243848955  -5.47e-05  2.18288973852486  0.1  0.1  0.6  0.01  -0.0500511036654142  0  12
QF  QC1LE1725  -452.767743851483  -5.41e-05  2.19287673865147  0.1  0.1  0.6  0.01  -0.0500505975199311  0  12
QF  QC1LE1735  -452.767243853749  -5.35e-05  2.20286473876499  0.1  0.1  0.6  0.01  -0.0500501437343256  0  12
QF  QC1LE1745  -452.76674285584  -5.29e-05  2.21285173886977  0.1  0.1  0.6  0.01  -0.0500497248553051  0  12
QF  QC1LE1755  -452.766242857671  -5.22e-05  2.22283973896145  0.1  0.1  0.6  0.01  -0.0500493583361622  0  12
QF  QC1LE1765  -452.765742859327  -5.16e-05  2.2328267390444  0.1  0.1  0.6  0.01  -0.0500490267236044  0  12
QF  QC1LE1775  -452.765241860896  -5.1e-05  2.24281473912298  0.1  0.1  0.6  0.01  -0.050048712564339  0  12
QF  QC1LE1785  -452.764741862377  -5.04e-05  2.2528017391972  0.1  0.1  0.6  0.01  -0.0500484158583662  0  12
QF  QC1LE1795  -452.764241863685  -4.98e-05  2.26278973926269  0.1  0.1  0.6  0.01  -0.0500481540589784  0  12
QF  QC1LE1805  -452.763741864992  -4.91e-05  2.27277673932817  0.1  0.1  0.6  0.01  -0.0500478922595906  0  12
QF  QC1LE1815  -452.763240866212  -4.85e-05  2.28276473938929  0.1  0.1  0.6  0.01  -0.0500476479134953  0  12
QF  QC1LE1825  -452.762740867258  -4.79e-05  2.29275173944168  0.1  0.1  0.6  0.01  -0.050047438473985  0  12
QF  QC1LE1835  -452.762240868391  -4.73e-05  2.30273973949843  0.1  0.1  0.6  0.01  -0.0500472115811823  0  12
QF  QC1LE1845  -452.76174086935  -4.67e-05  2.31272673954645  0.1  0.1  0.6  0.01  -0.0500470195949646  0  12
QF  QC1LE1855  -452.761239870308  -4.61e-05  2.32271473959447  0.1  0.1  0.6  0.01  -0.0500468276087468  0  12
QF  QC1LE1865  -452.760739871267  -4.55e-05  2.3327017396425  0.1  0.1  0.6  0.01  -0.0500466356225291  0  12
QF  QC1LE1875  -452.760239872139  -4.48e-05  2.34268873968615  0.1  0.1  0.6  0.01  -0.0500464610896039  0  12
QF  QC1LE1885  -452.75973887301  -4.42e-05  2.35267673972981  0.1  0.1  0.6  0.01  -0.0500462865566787  0  12
QF  QC1LE1895  -452.759238873795  -4.36e-05  2.3626637397691  0.1  0.1  0.6  0.01  -0.050046129477046  0  12
QF  QC1LE1905  -452.758738874492  -4.3e-05  2.37265173980402  0.1  0.1  0.6  0.01  -0.0500459898507059  0  12
QF  QC2LE2105  -452.748733874579  -3.08e-05  2.57240173980839  0.1  0.1  0.6  0.01  -0.0500459723974134  0  12
QF  QC2LE2115  -452.748233874492  -3.02e-05  2.58238873980402  0.1  0.1  0.6  0.01  -0.0500459898507059  0  12
QF  QC2LE2125  -452.747732874492  -2.96e-05  2.59237573980402  0.1  0.1  0.6  0.01  -0.0500459898507059  0  12
QF  QC2LE2135  -452.747232874492  -2.9e-05  2.60236373980402  0.1  0.1  0.6  0.01  -0.0500459898507059  0  12
QF  QC2LE2145  -452.746732874492  -2.83e-05  2.61235073980402  0.1  0.1  0.6  0.01  -0.0500459898507059  0  12
QF  QC2LE2155  -452.746232874492  -2.77e-05  2.62233873980402  0.1  0.1  0.6  0.01  -0.0500459898507059  0  12
QF  QC2LE2165  -452.745731874405  -2.71e-05  2.63232573979966  0.1  0.1  0.6  0.01  -0.0500460073039984  0  12
QF  QC2LE2175  -452.745231874405  -2.65e-05  2.64231373979966  0.1  0.1  0.6  0.01  -0.0500460073039984  0  12
QF  QC2LE2185  -452.744731874405  -2.59e-05  2.65230073979966  0.1  0.1  0.6  0.01  -0.0500460073039984  0  12
QF  QC2LE2195  -452.744231874318  -2.53e-05  2.66228873979529  0.1  0.1  0.6  0.01  -0.0500460247572909  0  12
QF  QC2LE2205  -452.743730874318  -2.47e-05  2.67227573979529  0.1  0.1  0.6  0.01  -0.0500460247572909  0  12
QF  QC2LE2215  -452.743230874318  -2.41e-05  2.68226373979529  0.1  0.1  0.6  0.01  -0.0500460247572909  0  12
QF  QC2LE2225  -452.742730874318  -2.35e-05  2.69225073979529  0.1  0.1  0.6  0.01  -0.0500460247572909  0  12
QF  QC2LE2235  -452.742230874231  -2.29e-05  2.70223873979092  0.1  0.1  0.6  0.01  -0.0500460422105834  0  12
QF  QC2LE2245  -452.741729874231  -2.23e-05  2.71222573979092  0.1  0.1  0.6  0.01  -0.0500460422105834  0  12
QF  QC2LE2255  -452.741229874231  -2.17e-05  2.72221373979092  0.1  0.1  0.6  0.01  -0.0500460422105834  0  12
QF  QC2LE2265  -452.740729874231  -2.12e-05  2.73220073979092  0.1  0.1  0.6  0.01  -0.0500460422105834  0  12
QF  QC2LE2275  -452.740229874231  -2.06e-05  2.74218873979092  0.1  0.1  0.6  0.01  -0.0500460422105834  0  12
QF  QC2LE2285  -452.739728874231  -2.01e-05  2.75217573979092  0.1  0.1  0.6  0.01  -0.0500460422105834  0  12
QF  QC2LE2295  -452.739228874143  -1.96e-05  2.76216373978656  0.1  0.1  0.6  0.01  -0.050046059663876  0  12
QF  QC2LE2305  -452.738728874143  -1.91e-05  2.77215073978656  0.1  0.1  0.6  0.01  -0.050046059663876  0  12
QF  QC2LE2315  -452.738228874143  -1.86e-05  2.78213873978656  0.1  0.1  0.6  0.01  -0.050046059663876  0  12
QF  QC2LE2325  -452.737727874143  -1.81e-05  2.79212573978656  0.1  0.1  0.6  0.01  -0.050046059663876  0  12
QF  QC2LE2335  -452.737227874056  -1.77e-05  2.80211373978219  0.1  0.1  0.6  0.01  -0.0500460771171685  0  12
QF  QC2LE2345  -452.736727874056  -1.72e-05  2.81210073978219  0.1  0.1  0.6  0.01  -0.0500460771171685  0  12
QF  QC2LE2355  -452.736227873969  -1.68e-05  2.82208773977783  0.1  0.1  0.6  0.01  -0.050046094570461  0  12
QF  QC2LE2365  -452.735726873969  -1.63e-05  2.83207573977783  0.1  0.1  0.6  0.01  -0.050046094570461  0  12
QF  QC2LE2375  -452.735226873882  -1.59e-05  2.84206273977346  0.1  0.1  0.6  0.01  -0.0500461120237535  0  12
QF  QC2LE2385  -452.734726873969  -1.55e-05  2.85205073977783  0.1  0.1  0.6  0.01  -0.050046094570461  0  12
QF  QC2LE2395  -452.734226874056  -1.5e-05  2.86203773978219  0.1  0.1  0.6  0.01  -0.0500460771171685  0  12
QF  QC2LE2405  -452.733725874405  -1.46e-05  2.87202573979966  0.1  0.1  0.6  0.01  -0.0500460073039984  0  12
QF  QC2LE2415  -452.733225875015  -1.42e-05  2.88201273983021  0.1  0.1  0.6  0.01  -0.0500458851309508  0  12
QF  QC2LE2425  -452.732725876235  -1.37e-05  2.89200073989133  0.1  0.1  0.6  0.01  -0.0500456407848555  0  12
QF  QC2LE2435  -452.73222587824  -1.33e-05  2.90198773999174  0.1  0.1  0.6  0.01  -0.0500452393591275  0  12
QF  QC2LE2445  -452.731724880942  -1.29e-05  2.91197574012706  0.1  0.1  0.6  0.01  -0.0500446983070594  0  12
QF  QC2LE2455  -452.731224884341  -1.25e-05  2.92196274029731  0.1  0.1  0.6  0.01  -0.0500440176286511  0  12
QF  QC2LE2465  -452.73072488835  -1.21e-05  2.93195074049812  0.1  0.1  0.6  0.01  -0.0500432147771952  0  12
QF  QC2LE2475  -452.730224892708  -1.17e-05  2.94193774071638  0.1  0.1  0.6  0.01  -0.0500423421125692  0  12
QF  QC2LE2485  -452.729724897327  -1.13e-05  2.95192574094773  0.1  0.1  0.6  0.01  -0.0500414170880657  0  12
QF  QC2LE2495  -452.729223902034  -1.09e-05  2.96191274118345  0.1  0.1  0.6  0.01  -0.0500404746102696  0  12
QF  QC2LE2505  -452.728723906827  -1.05e-05  2.97190074142352  0.1  0.1  0.6  0.01  -0.050039514679181  0  12
QF  QC2LE2515  -452.728223911708  -1.01e-05  2.98188774166796  0.1  0.1  0.6  0.01  -0.0500385372947999  0  12
QF  QC2LE2525  -452.727723916589  -9.76e-06  2.99187574191239  0.1  0.1  0.6  0.01  -0.0500375599104187  0  12
QF  QC2LE2535  -452.72722392147  -9.4e-06  3.00186274215681  0.1  0.1  0.6  0.01  -0.0500365825260376  0  12
QF  QC2LE2545  -452.726722926351  -9.05e-06  3.01185074240123  0.1  0.1  0.6  0.01  -0.0500356051416565  0  12
QF  QC2LE2555  -452.726222931319  -8.71e-06  3.02183774265001  0.1  0.1  0.6  0.01  -0.0500346103039829  0  12
QF  QC2LE2565  -452.725722936199  -8.38e-06  3.03182574289442  0.1  0.1  0.6  0.01  -0.0500336329196018  0  12
QF  QC2LE2575  -452.725222941167  -8.06e-06  3.04181274314319  0.1  0.1  0.6  0.01  -0.0500326380819281  0  12
QF  QC2LE2585  -452.724722946135  -7.74e-06  3.05180074339196  0.1  0.1  0.6  0.01  -0.0500316432442545  0  12
QF  QC2LE2595  -452.724222951103  -7.44e-06  3.06178774364072  0.1  0.1  0.6  0.01  -0.0500306484065808  0  12
QF  QC2LE2605  -452.723722956071  -7.14e-06  3.07177574388948  0.1  0.1  0.6  0.01  -0.0500296535689072  0  12
QF  QC2LE2615  -452.723222961126  -6.84e-06  3.08176274414259  0.1  0.1  0.6  0.01  -0.0500286412779411  0  12
QF  QC2LE2625  -452.722722966094  -6.56e-06  3.09175074439134  0.1  0.1  0.6  0.01  -0.0500276464402674  0  12
QF  QC2LE2635  -452.722222971149  -6.28e-06  3.10173774464444  0.1  0.1  0.6  0.01  -0.0500266341493013  0  12
QF  QC2LE2645  -452.721722976205  -6.01e-06  3.11172574489754  0.1  0.1  0.6  0.01  -0.0500256218583351  0  12
QF  QC2LE2655  -452.721221981347  -5.75e-06  3.121712745155  0.1  0.1  0.6  0.01  -0.0500245921140764  0  12
QF  QC2LE2665  -452.720721986402  -5.5e-06  3.13169974540809  0.1  0.1  0.6  0.01  -0.0500235798231103  0  12
QF  QC2LE2675  -452.720221991457  -5.25e-06  3.14168774566117  0.1  0.1  0.6  0.01  -0.0500225675321441  0  12
QF  QC2LE2685  -452.719721996599  -5.01e-06  3.15167474591861  0.1  0.1  0.6  0.01  -0.0500215377878854  0  12
QF  QC2LE2695  -452.719222001742  -4.78e-06  3.16166274617605  0.1  0.1  0.6  0.01  -0.0500205080436268  0  12
QF  QC2LE2705  -452.718722006884  -4.55e-06  3.17164974643348  0.1  0.1  0.6  0.01  -0.0500194782993681  0  12
QF  QC2LE2715  -452.718222012026  -4.34e-06  3.18163774669091  0.1  0.1  0.6  0.01  -0.0500184485551094  0  12
QF  QC2LE2725  -452.717722017168  -4.13e-06  3.19162474694833  0.1  0.1  0.6  0.01  -0.0500174188108507  0  12
QF  QC2LE2735  -452.717222022398  -3.92e-06  3.20161274721011  0.1  0.1  0.6  0.01  -0.0500163716132995  0  12
QF  QC2LE2745  -452.71672302754  -3.73e-06  3.21159974746752  0.1  0.1  0.6  0.01  -0.0500153418690409  0  12
QF  QC2LE2755  -452.71622303277  -3.54e-06  3.22158774772929  0.1  0.1  0.6  0.01  -0.0500142946714897  0  12
QF  QC2LE2765  -452.715723037912  -3.36e-06  3.23157474798669  0.1  0.1  0.6  0.01  -0.050013264927231  0  12
QF  QC2LE2775  -452.715223043141  -3.19e-06  3.24156274824844  0.1  0.1  0.6  0.01  -0.0500122177296798  0  12
QF  QC2LE2785  -452.714723048371  -3.02e-06  3.25154974851019  0.1  0.1  0.6  0.01  -0.0500111705321286  0  12
QF  QC2LE2795  -452.7142230536  -2.86e-06  3.26153774877194  0.1  0.1  0.6  0.01  -0.0500101233345774  0  12
QF  QC2LE2805  -452.71372305883  -2.71e-06  3.27152474903368  0.1  0.1  0.6  0.01  -0.0500090761370262  0  12
QF  QC2LE2815  -452.713223064059  -2.56e-06  3.28151274929542  0.1  0.1  0.6  0.01  -0.050008028939475  0  12
QF  QC2LE2825  -452.712723069289  -2.43e-06  3.29149974955714  0.1  0.1  0.6  0.01  -0.0500069817419238  0  12
QF  QC2LE2835  -452.712223074605  -2.3e-06  3.30148774982323  0.1  0.1  0.6  0.01  -0.0500059170910801  0  12
QF  QC2LE2845  -452.711724079835  -2.17e-06  3.31147475008495  0.1  0.1  0.6  0.01  -0.0500048698935289  0  12
QF  QC2LE2855  -452.711224085151  -2.06e-06  3.32146275035102  0.1  0.1  0.6  0.01  -0.0500038052426852  0  12
QF  QC2LE2865  -452.710724090381  -1.95e-06  3.33144975061273  0.1  0.1  0.6  0.01  -0.050002758045134  0  12
QF  QC2LE2875  -452.710224095697  -1.84e-06  3.3414377508788  0.1  0.1  0.6  0.01  -0.0500016933942903  0  12
QF  QC2LE2885  -452.709724101014  -1.75e-06  3.35142475114485  0.1  0.1  0.6  0.01  -0.0500006287434466  0  12
QF  QC2LE2895  -452.709225106243  -1.66e-06  3.36141275140654  0.1  0.1  0.6  0.01  -0.0499995815458954  0  12
QF  QC2LE2905  -452.70872511156  -1.58e-06  3.37139975167259  0.1  0.1  0.6  0.01  -0.0499985168950516  0  12
QF  QC2LE2915  -452.708225116877  -1.51e-06  3.38138775193863  0.1  0.1  0.6  0.01  -0.0499974522442079  0  12
QF  QC2LE2925  -452.707725122106  -1.44e-06  3.39137475220031  0.1  0.1  0.6  0.01  -0.0499964050466567  0  12
QF  QC2LE2935  -452.707225127248  -1.38e-06  3.40136275245761  0.1  0.1  0.6  0.01  -0.049995375302398  0  12
QF  QC2LE2945  -452.706726132129  -1.33e-06  3.41134975270183  0.1  0.1  0.6  0.01  -0.0499943979180169  0  12
QF  QC2LE2955  -452.706226136661  -1.28e-06  3.4213377529286  0.1  0.1  0.6  0.01  -0.0499934903468059  0  12
QF  QC2LE2965  -452.705726140496  -1.24e-06  3.43132475312048  0.1  0.1  0.6  0.01  -0.049992722401935  0  12
QF  QC2LE2975  -452.705227143634  -1.2e-06  3.44131275327747  0.1  0.1  0.6  0.01  -0.0499920940834043  0  12
QF  QC2LE2985  -452.704727145813  -1.17e-06  3.45129975338649  0.1  0.1  0.6  0.01  -0.0499916577510913  0  12
QF  QC2LE2995  -452.704227147294  -1.14e-06  3.46128775346063  0.1  0.1  0.6  0.01  -0.0499913610451185  0  12
QF  QC2LE3005  -452.703727148079  -1.11e-06  3.47127475349987  0.1  0.1  0.6  0.01  -0.0499912039654858  0  12
QF  QC2LE3015  -452.703228148428  -1.08e-06  3.48126275351732  0.1  0.1  0.6  0.01  -0.0499911341523157  0  12
QF  QC2LE3025  -452.702728148602  -1.05e-06  3.49124975352604  0.1  0.1  0.6  0.01  -0.0499910992457307  0  12
QF  QC2LE3035  -452.702228148602  -1.02e-06  3.50123775352604  0.1  0.1  0.6  0.01  -0.0499910992457307  0  12
QF  QC2LE3045  -452.701729148515  -9.95e-07  3.51122575352168  0.1  0.1  0.6  0.01  -0.0499911166990232  0  12
QF  QC2LE3055  -452.701229148428  -9.68e-07  3.52121275351732  0.1  0.1  0.6  0.01  -0.0499911341523157  0  12
QF  QC2LE3065  -452.700729148428  -9.41e-07  3.53120075351732  0.1  0.1  0.6  0.01  -0.0499911341523157  0  12
QF  QC2LE3075  -452.70023014834  -9.14e-07  3.54118775351296  0.1  0.1  0.6  0.01  -0.0499911516056082  0  12
QF  QC2LE3085  -452.699730148253  -8.87e-07  3.5511757535086  0.1  0.1  0.6  0.01  -0.0499911690589007  0  12
QF  QC2LE3095  -452.699230148253  -8.6e-07  3.5611627535086  0.1  0.1  0.6  0.01  -0.0499911690589007  0  12
QF  QC2LE3105  -452.698730148166  -8.34e-07  3.57115075350423  0.1  0.1  0.6  0.01  -0.0499911865121933  0  12
QF  QC2LE3115  -452.698231148166  -8.09e-07  3.58113775350424  0.1  0.1  0.6  0.01  -0.0499911865121933  0  12
QF  QC2LE3125  -452.697731148079  -7.83e-07  3.59112575349987  0.1  0.1  0.6  0.01  -0.0499912039654858  0  12
QF  QC2LE3135  -452.697231148079  -7.58e-07  3.60111275349987  0.1  0.1  0.6  0.01  -0.0499912039654858  0  12
QF  QC2LE3145  -452.696732148079  -7.34e-07  3.61110075349987  0.1  0.1  0.6  0.01  -0.0499912039654858  0  12
QF  QC2LE3155  -452.696232147992  -7.09e-07  3.62108775349551  0.1  0.1  0.6  0.01  -0.0499912214187783  0  12
QF  QC2LE3165  -452.695732147992  -6.86e-07  3.63107575349551  0.1  0.1  0.6  0.01  -0.0499912214187783  0  12
QF  QC2LE3175  -452.695232147992  -6.63e-07  3.64106275349551  0.1  0.1  0.6  0.01  -0.0499912214187783  0  12
QF  QC2LE3185  -452.694733147992  -6.4e-07  3.65105075349551  0.1  0.1  0.6  0.01  -0.0499912214187783  0  12
QF  QC2LE3195  -452.694233147992  -6.18e-07  3.66103775349551  0.1  0.1  0.6  0.01  -0.0499912214187783  0  12
QF  QC2LE3205  -452.693733147905  -5.96e-07  3.67102575349115  0.1  0.1  0.6  0.01  -0.0499912388720708  0  12
QF  QC2LE3215  -452.693234147905  -5.75e-07  3.68101275349115  0.1  0.1  0.6  0.01  -0.0499912388720708  0  12
QF  QC2LE3225  -452.692734147905  -5.55e-07  3.69100075349115  0.1  0.1  0.6  0.01  -0.0499912388720708  0  12
QF  QC2LE3235  -452.692234147905  -5.35e-07  3.70098775349115  0.1  0.1  0.6  0.01  -0.0499912388720708  0  12
QF  QC2LE3245  -452.691735147905  -5.15e-07  3.71097575349115  0.1  0.1  0.6  0.01  -0.0499912388720708  0  12
QF  QC2LE3255  -452.691235147817  -4.96e-07  3.72096275348679  0.1  0.1  0.6  0.01  -0.0499912563253633  0  12
QF  QC2LE3265  -452.690735147817  -4.78e-07  3.73095075348679  0.1  0.1  0.6  0.01  -0.0499912563253633  0  12
QF  QC2LE3275  -452.690235147817  -4.6e-07  3.74093775348679  0.1  0.1  0.6  0.01  -0.0499912563253633  0  12
QF  QC2LE3285  -452.689736147817  -4.42e-07  3.75092575348679  0.1  0.1  0.6  0.01  -0.0499912563253633  0  12
QF  QC2LE3295  -452.689236147817  -4.25e-07  3.76091275348679  0.1  0.1  0.6  0.01  -0.0499912563253633  0  12
QF  QC2LE3305  -452.688736147817  -4.08e-07  3.77090075348679  0.1  0.1  0.6  0.01  -0.0499912563253633  0  12
QF  QKALE  -452.640405090831  -3.32e-18  4.73689187008511  0.1  0.1  0.6  0.3444  -0.0499912563253633  0  12
QF  QLC2LE  -452.547796204793  -2.9e-18  6.58784784389171  0.1  0.1  0.6  0.53815  -0.0499912563253633  0  12
QF  QKBLE  -452.512707090831  -2.71e-18  7.28917087008511  0.1  0.1  0.6  0.3444  -0.0499912563253633  0  12
DB  BLC1LE  -452.388889503137  -2.5e-18  9.76389561241212  0.1  0.1  0.6  3.60263  -0.0499912563253633  0  12
QF  QKCLE  -452.279700779698  -1.52e-18  12.2393197262838  0.1  0.1  0.6  0.3444  -0.0440805940937294  0  12
QF  QLC3LE  -452.248757217477  -1.38e-18  12.9408381338294  0.1  0.1  0.6  0.57004  -0.0440805940937294  0  12
DB  BC1LE  -452.159791776842  -8.78e-19  14.9577770699902  0.1  0.1  0.6  0.361193  -0.0440805940937294  0  12
DB  BC2LE  -452.011310776842  -0.001725  18.3239910699902  0.1  0.1  0.6  0.361193  -0.0440805940937294  0  12
QF  QLC4LE  -451.980367217477  -0.001797  19.0255091338294  0.1  0.1  0.6  0.57004  -0.0440805940937294  0  12
QF  QLC5LE  -451.816407217477  -0.001569  22.7426401338294  0.1  0.1  0.6  0.57004  -0.0440805940937294  0  12
DB  BC3LE  -451.785463776842  -0.00152  23.4441570699902  0.1  0.1  0.6  0.361193  -0.0440805940937294  0  12
DB  BC4LE  -451.647939776842  -8.73e-05  26.5619660699902  0.1  0.1  0.6  0.361193  -0.0440805940937294  0  12
QF  QLC7LE  -451.616997217477  -3.01e-19  27.2634831338294  0.1  0.1  0.6  0.57004  -0.0440805940937294  0  12
QF  QLY1LE.1  -451.526219731129  -3.8e-19  29.3214824772916  0.1  0.1  0.6  0.46227  -0.0440805940937294  0  12
QF  QLY2LE.1  -451.261571217477  -6.02e-19  35.3213481338294  0.1  0.1  0.6  0.57004  -0.0440805940937294  0  12
DB  BLY1LE.1  -451.121439201036  -6.57e-19  38.498281449622  0.1  0.1  0.6  3.961429  -0.0440805940937294  0  12
QF  QLY3LE  -451.067249728413  -8.39e-19  41.6780826255604  0.1  0.1  0.6  0.57004  -0.0170391782483226  0  12
DB  BLY1LE.2  -451.013066885666  -8.94e-19  44.8576429729756  0.1  0.1  0.6  3.961429  -0.0170391782483226  0  12
QF  QLY2LE.2  -451.044872790225  -1.08e-18  48.0377467427406  0.1  0.1  0.6  0.57004  0.0100022375970842  0  12
QF  QLY1LE.2  -451.104942828639  -1.3e-18  54.0431464381739  0.1  0.1  0.6  0.46227  0.0100022375970842  0  12
QF  QLB1LE  -451.125546790225  -1.38e-18  56.1030437427406  0.1  0.1  0.6  0.57004  0.0100022375970842  0  12
QF  QLB2LE  -451.173555790225  -1.55e-18  60.9027477427406  0.1  0.1  0.6  0.57004  0.0100022375970842  0  12
DB  BLB1LE  -451.216434246702  -1.65e-18  65.1894694207757  0.1  0.1  0.6  3.961429  0.0100022375970842  0  12
QF  QLB3LE  -451.33175523261  -1.83e-18  68.6826501241952  0.1  0.1  0.6  1.12349  0.0330018025074301  0  12
QF  QLB4LE  -451.611341466437  -2.16e-18  77.1514038037421  0.1  0.1  0.6  0.57004  0.0330018025074301  0  12
QF  QLX1LE.1  -451.788090466437  -2.36e-18  82.5052158037421  0.1  0.1  0.6  0.57004  0.0330018025074301  0  12
DB  BLX2LE.1  -451.886418283965  -2.41e-18  85.4835949810248  0.1  0.1  0.6  3.961429  0.0330018025074301  0  12
QF  QLX2LE  -451.907502123412  -2.58e-18  88.4637428692645  0.1  0.1  0.6  0.57004  0.00707367983199286  0  12
DB  BLX2LE.2  -451.928581823368  -2.63e-18  91.443669945754  0.1  0.1  0.6  3.961429  0.00707367983199286  0  12
QF  QLX1LE.2  -451.872397425089  -2.8e-18  94.4233633406187  0.1  0.1  0.6  0.57004  -0.0188544428434443  0  12
QF  QLA2LE  -451.771405425089  -3e-18  99.7791393406187  0.1  0.1  0.6  0.57004  -0.0188544428434443  0  12
QF  QLA3LE  -451.669823425089  -3.2e-18  105.166168340619  0.1  0.1  0.6  0.57004  -0.0188544428434443  0  12
QF  QLA4LE  -451.572390631573  -3.4e-18  110.333182502148  0.1  0.1  0.6  0.55697  -0.0188544428434443  0  12
DB  BLA2LE  -451.49817593147  -3.44e-18  114.26894547207  0.1  0.1  0.6  5.902202  -0.0188544428434443  0  12
QF  QLA5LE  -451.314792223003  -3.71e-18  118.909612848783  0.1  0.1  0.6  0.82615  -0.0394965042666588  0  12
QF  QLA6LE  -450.898885223003  -4.1e-18  129.434357848783  0.1  0.1  0.6  0.82615  -0.0394965042666588  0  12
QF  QLA7LE  -450.689133223003  -4.3e-18  134.742247848783  0.1  0.1  0.6  0.82615  -0.0394965042666588  0  12
DB  BLA4LE.1  -450.521794129016  -4.36e-18  138.976843479023  0.1  0.1  0.6  5.902202  -0.0394965042666588  0  12
QF  QLA8LE  -450.085886442813  -4.62e-18  143.079817405059  0.1  0.1  0.6  0.57004  -0.105862334914478  0  12
DB  BLA4LE.2  -449.650135752679  -4.67e-18  147.180632188039  0.1  0.1  0.6  5.902202  -0.105862334914478  0  12
QF  QLA9LE  -448.92355203657  -4.92e-18  151.357979700517  0.1  0.1  0.6  0.82615  -0.172228183015589  0  12
QF  QLA10LE  -448.12418303657  -5.1e-18  155.953336700517  0.1  0.1  0.6  0.82615  -0.172228183015589  0  12
QF  QF4E.1  -447.315181961347  -5.27e-18  160.604061014436  0.1  0.1  0.6  1.01523  -0.172228183015589  0  12
QF  QD3E.1  -446.71334003657  -5.4e-18  164.063886700517  0.1  0.1  0.6  0.82615  -0.172228183015589  0  12
DB  B2E.4  -445.566649240828  -5.55e-18  170.655900497634  0.1  0.1  0.6  5.902202  -0.172228183015589  0  12
QF  QF2E.1  -444.682929000422  -5.8e-18  174.465162751242  0.1  0.1  0.6  0.55697  -0.227970910091512  0  12
QF  QD1E.1  -443.577837299888  -5.97e-18  179.228404465526  0.1  0.1  0.6  1.01523  -0.227970910091512  0  12
QF  QF2E.2  -442.472746000422  -6.15e-18  183.991645751242  0.1  0.1  0.6  0.55697  -0.227970910091512  0  12
DB  B2E.5  -441.589329045647  -6.2e-18  187.799410096508  0.1  0.1  0.6  5.902202  -0.227970910091512  0  12
QF  QD3E.2  -439.715978911723  -6.53e-18  194.224403306193  0.1  0.1  0.6  0.82615  -0.283713637167435  0  12
QF  QF4E.2  -438.732951015323  -6.66e-18  197.59579283609  0.1  0.1  0.6  1.01523  -0.283713637167435  0  12
QF  QEAE.3  -437.411557911723  -6.83e-18  202.127640306193  0.1  0.1  0.6  0.82615  -0.283713637167435  0  12
QF  QD5E.3  -435.801610911723  -7.04e-18  207.649113306193  0.1  0.1  0.6  0.82615  -0.283713637167435  0  12
DB  B2E.6  -434.615325704551  -7.1e-18  211.717593445541  0.1  0.1  0.6  5.902202  -0.283713637167435  0  12
QF  QF6E.2  -433.241703588642  -7.35e-18  215.607620482311  0.1  0.1  0.6  0.55697  -0.339456364243358  0  12
DB  B2E.7  -431.86854953821  -7.4e-18  219.496193846403  0.1  0.1  0.6  5.902202  -0.339456364243358  0  12
QF  QD5E.4  -430.236443460301  -7.64e-18  223.408863154554  0.1  0.1  0.6  0.82615  -0.395199073865988  0  12
QF  QEAE.4  -428.022201460301  -7.84e-18  228.716944154554  0.1  0.1  0.6  0.82615  -0.395199073865988  0  12
QF  QF4E.3  -426.204822323648  -8e-18  233.07364600576  0.1  0.1  0.6  1.01523  -0.395199073865988  0  12
